speaker_id,birth place,city,native language,other language(s),age,sex,age of english onset,english learning method,english residence,length of english residence,language
769,"otwock, poland",otwock,polish,german spanish russian latin,20,male,11,academic,,0 years,polish8
770,"rotterdam, netherlands",rotterdam,dutch,french german spanish portuguese italian,54,female,13,academic,usa,11 years,dutch5
771,"dundee, scotland, uk",dundee,english,italian,50,male,0,naturalistic,"scotland, usa",50 years,english225
772,"walton-on-thames, surrey, uk",walton-on-thames,english,none,38,male,0,naturalistic,"uk, usa",38 years,english226
773,"camberley, surrey, uk",camberley,english,none,42,female,0,naturalistic,"uk, usa",42 years,english227
774,"glasgow, scotland, uk",glasgow,english,french german krio,59,female,0,naturalistic,"scotland, usa, sierra leone",59 years,english228
775,"burlington, vermont, usa",burlington,english,french,25,male,0,naturalistic,usa,25 years,english229
776,"launceston, tasmania, australia",launceston,english,none,35,male,0,naturalistic,australia,35 years,english230
777,"popayan, cauca, colombia",popayan,spanish,french italian,29,female,21,academic,usa,3 years,spanish52
778,"dakar, senegal",dakar,pulaar,spanish,53,female,12,academic,"uk, usa",0.5 years,pulaar1
779,"rufisque, senegal",rufisque,pulaar,french spanish wolof jola,44,male,13,academic,,0 years,pulaar2
780,"fatick, senegal",fatick,serer,french wolof,39,male,18,academic,,0 years,serer1
781,"khombole, senegal",khombole,wolof,french,52,female,14,academic,,0 years,wolof3
782,"dagana, senegal",dagana,wolof,french,56,female,12,academic,usa,13 years,wolof4
783,"saint louis, senegal",saint louis,wolof,french spanish,30,female,13,academic,,0 years,wolof5
784,"ziguinchor, senegal",ziguinchor,jola,crioulo french wolof,34,male,16,academic,,0 years,jola1
785,"tambacounda, senegal",tambacounda,xasonga,french wolof,35,female,15,academic,,0 years,xasonga1
786,"dakar, senegal",dakar,pulaar,wolof french,53,male,30,academic,,0 years,pulaar3
787,"goudiri, senegal",goudiri,bambara,pulaar portuguese wolof french,26,male,14,academic,,0 years,bambara4
788,"koussi, senegal",koussi,balanta ganja,french wolof spanish creole mandingue,24,male,12,academic,,0 years,balanta ganja1
789,"ziguinchor, senegal",ziguinchor,mandinka,wolof french jola,23,male,12,academic,,0 years,mandinka1
790,"goudomp, senegal",goudomp,mankanya,wolof french mandingo pulaar creole,27,male,15,academic,,0 years,mankanya1
791,"tampa, florida, usa",tampa,english,spanish,22,male,0,naturalistic,usa,22 years,english231
792,"kabul, kandahar, afghanistan",kabul,pashto,farsi urdu,26,female,26,academic,usa,0.75 years,pashto2
793,"edmonton, alberta, canada",edmonton,english,french,26,female,0,naturalistic,canada,26 years,english233
794,"bloomington, indiana, usa",bloomington,english,portuguese spanish american sign language,49,male,0,naturalistic,usa,49 years,english234
795,"richmond, virginia, usa",richmond,english,spanish,52,female,0,naturalistic,usa,52 years,english235
796,"wuhan, hubei, china",wuhan,mandarin,none,26,male,13,academic,canada,2 years,mandarin17
797,"bogota, colombia",bogota,spanish,portuguese,33,male,6,academic,usa,1.2 years,spanish53
798,"metairie, louisiana, usa",metairie,english,italian spanish,32,female,0,naturalistic,usa,32 years,english232
799,"st. charles, illinois, usa",st. charles,english,german french,44,male,0,naturalistic,usa,34 years,english236
800,"vina del mar, chile",vina del mar,spanish,none,25,male,18,academic,usa,1 years,spanish54
801,"jeffersonville, ohio, usa",jeffersonville,english,spanish,22,female,0,naturalistic,usa,22 years,english237
802,"vancouver, british  columbia, canada",vancouver,english,german french japanese,21,female,0,naturalistic,canada,21 years,english238
803,"fort kobbe, panama",fort kobbe,english,japanese punjabi,19,male,0,naturalistic,usa,18 years,english239
804,"alma, quebec, canada",alma,french,german spanish,23,male,12,academic,uk,2 years,french20
805,"quezon city, philippines",quezon city,tagalog,none,20,male,4,academic,philippines,20 years,tagalog6
806,"salinas, brazil",salinas,portuguese,spanish,18,male,15,naturalistic,usa,3 years,portuguese17
807,"dharan, nepal",dharan,nepali,hindi,36,male,4,academic,usa,10 years,nepali3
808,"sarajevo, bosnia and herzegovina",sarajevo,bosnian,none,25,female,12,academic,usa,1.5 years,bosnian3
809,"sulaymaniyah, iraq",sulaymaniyah,kurdish,none,33,female,12,academic,usa,10 years,kurdish3
810,"tandil, argentina",tandil,spanish,none,36,male,9,academic,usa,3.2 years,spanish55
811,"amiens, france",amiens,french,spanish,20,male,9,academic,uk,0.5 years,french21
812,"almada, portugal",almada,portuguese,french german spanish,50,female,12,academic,usa,10 years,portuguese18
813,"igoumenitsa, greece",igoumenitsa,greek,none,62,female,12,academic,usa,44 years,greek6
814,"reykjavik, iceland",reykjavik,icelandic,spanish danish,36,female,20,naturalistic,usa,7 years,icelandic3
815,"guelph, ontario, canada",guelph,english,french,26,male,0,naturalistic,canada,26 years,english240
816,"klaipeda, lithuania",klaipeda,lithuanian,russian,23,female,12,academic,,0 years,lithuanian4
817,"wanganui, new zealand",wanganui,english,italian portuguese,52,female,0,naturalistic,new zealand,29 years,english241
818,"laurel, mississippi, usa",laurel,english,none,77,female,0,naturalistic,usa,77 years,english242
819,"tervuren, belgium",tervuren,vlaams,french german,24,male,7,naturalistic,,0 years,vlaams1
820,"fredericton, new brunswick, canada",fredericton,english,french,27,male,0,naturalistic,canada,27 years,english243
821,"san francisco, california, usa",san francisco,english,spanish,23,male,0,naturalistic,usa,13 years,english244
822,"ghent, belgium",ghent,french,german dutch arabic,78,female,16,academic,usa,18 years,french22
823,"ghent, belgium",ghent,french,dutch italian greek,76,female,16,academic,,0 years,french23
824,"pittsburgh, pennsylvania, usa",pittsburgh,english,japanese spanish,25,male,0,naturalistic,usa,22 years,english245
825,"los angeles, california, usa",los angeles,english,none,32,male,0,naturalistic,usa,32 years,english246
826,"kashgar, china",kashgar,uyghur,mandarin,34,female,32,naturalistic,usa,2 years,uyghur2
827,"hakodate, japan",hakodate,japanese,none,26,female,12,academic,usa,4 years,japanese10
828,"tai chung, taiwan",tai chung,taiwanese,mandarin,33,female,13,academic,usa,2.5 years,taiwanese6
829,"florianopolis, brazil",florianopolis,portuguese,portuguese interlingua,32,male,4,naturalistic,"brazil, canada, usa",32 years,portuguese19
830,"pokhara, nepal",pokhara,nepali,hindi,25,male,5,academic,usa,2 years,nepali4
831,"komsomolsk-on-amur, russia",komsomolsk-on-amur,russian,german,23,male,13,academic,usa,1 years,russian18
832,"mostaganem, algeria",mostaganem,french,german,47,male,13,academic,,0 years,french24
833,"campinas, brazil",campinas,portuguese,none,21,male,10,academic,,0 years,portuguese20
834,"zhezkazgan, kazakhstan",zhezkazgan,russian,german,40,male,17,academic,usa,7 years,russian19
835,"prince rupert, british columbia, canada",prince rupert,english,japanese,33,male,0,naturalistic,canada,25 years,english247
836,"moga, india",moga,punjabi,hindi marathi,33,female,3,academic,australia,3 years,punjabi4
837,"bombay, india",bombay,marathi,hindi punjabi bengali,31,male,2,academic,australia,4 years,marathi3
838,"monterrey, mexico",monterrey,spanish,german french chinese,22,male,8,academic,,0 years,spanish56
839,"forli, italy",forli,italian,french,48,male,15,academic,uk,6 years,italian15
840,"philadelphia, pennsylvania, usa",philadelphia,english,french,18,female,0,naturalistic,usa,18 years,english248
841,"ostroleka, poland",ostroleka,polish,none,23,female,15,academic,usa,1 years,polish9
842,"wolanow, poland",wolanow,polish,russian,30,female,15,academic,usa,6 years,polish10
843,"warsaw, poland",warsaw,polish,french dutch russian czech,56,female,10,academic,usa,5 years,polish11
844,"akhtyrka, ukraine",akhtyrka,ukrainian,serbian,53,female,44,academic,usa,10 years,ukrainian2
845,"hubballi, karnataka, india",hubballi,hindi,sanskrit pali,64,female,10,academic,usa,40 years,hindi5
846,"budapest, hungary",budapest,hungarian,french,29,female,27,academic,usa,2 years,hungarian5
847,"brussels, belgium",brussels,dutch,french german,46,female,10,academic,usa,25 years,dutch6
848,"sofia, bulgaria",sofia,bulgarian,russian,31,female,8,academic,usa,6 years,bulgarian8
849,"yerevan, armenia",yerevan,armenian,russian,54,female,12,academic,usa,6 years,armenian3
850,"boston, massachusetts, usa",boston,english,spanish,29,female,0,naturalistic,usa,29 years,english249
851,"lagos, nigeria",lagos,yoruba,none,46,male,12,academic,"nigeria, usa",15 years,yoruba4
852,"chester, england, uk",chester,english,none,19,male,0,naturalistic,uk,19 years,english250
853,"muri, aargau, switzerland",muri,swiss german,german french italian,30,male,13,academic,"scotland, egnland, canada",0.5 years,swiss german3
854,"kuwait city, kuwait",kuwait city,urdu,punjabi,29,male,4,academic,usa,0.5 years,urdu4
855,"mt. kisco, new york, usa",mt. kisco,english,french spanish italian japanese,21,male,0,naturalistic,usa,21 years,english251
856,"san jose ca, california, usa",san jose ca,english,german,25,female,0,naturalistic,usa,25 years,english252
857,"dublin, ireland",dublin,english,gaelic french,21,male,0,naturalistic,ireland,21 years,english253
858,"eugene, oregon, usa",eugene,english,spanish,39,male,0,naturalistic,usa,39 years,english254
859,"oamaru, new zealand",oamaru,english,cantonese japanese,24,female,0,naturalistic,new zealand,24 years,english255
860,"st. louis fr, france",st. louis fr,french,german,20,male,12,academic,uk,0.1 years,french25
861,"laurinburg, north carolina, usa",laurinburg,english,none,23,male,0,naturalistic,usa,23 years,english256
862,"qingyuan, guangdong, china",qingyuan,cantonese,hakka mandarin french,31,female,12,academic,usa,5.5 years,cantonese15
863,"san diego, california, usa",san diego,english,none,24,male,0,naturalistic,usa,24 years,english257
864,"odessa, ukraine",odessa,ukrainian,russian german spanish polish czech,55,female,12,academic,usa,14 years,ukrainian3
865,"chisinau, moldova",chisinau,romanian,russian,38,female,12,academic,usa,7 years,romanian12
866,"new delhi, india",new delhi,hindi,punjabi,27,female,4,academic,usa,1 years,hindi6
867,"allahabad, utter pardesh, india",allahabad,hindi,bengali urdu,60,female,5,academic,usa,30 years,hindi7
868,"mitrovice, kosovo",mitrovice,albanian,german serbian,33,male,28,academic,usa,5 years,albanian4
869,"kilkenny, ireland",kilkenny,english,irish french german dutch spanish,24,male,0,naturalistic,ireland,23 years,english258
870,"singapore, singapore",singapore,english,mandarin cantonese hokkien,23,male,0,naturalistic,singapore,23 years,english259
871,"phoenix, arizona, usa",phoenix,english,none,18,female,0,naturalistic,usa,18 years,english260
872,"taoyuan, taiwan",taoyuan,mandarin,hakka,29,female,13,academic,,0 years,mandarin18
873,"victoria, british columbia, canada",victoria,finnish,french,30,male,5,,canada,30 years,finnish5
874,"hong kong, china",hong kong,cantonese,french,29,female,3,academic,"usa, australia",4 years,cantonese16
875,"forestville, maryland, usa",forestville,english,spanish,59,female,0,naturalistic,usa,59 years,english261
876,"naylor, maryland, usa",naylor,english,german,60,male,0,naturalistic,usa,60 years,english262
877,"tanga, tanzania",tanga,kiswahili,none,56,female,4,naturalistic,"uganda, usa",8.5 years,kiswahili5
878,"hong kong, china",hong kong,cantonese,french mandarin japanese,26,female,3,academic,"uk, usa",15 years,cantonese17
879,"prague, czech republic",prague,czech,serbian russian german slovak,57,female,15,academic,usa,16 years,czech4
880,"budapest, hungary",budapest,hungarian,russian french german,38,female,14,academic,"usa,uk",7 years,hungarian6
881,"bremen, germany",bremen,german,french italian dutch,31,female,11,academic,"uk, usa",4 years,german16
882,"frankfurt, germany",frankfurt,german,french dutch greek italian,53,female,10,academic,usa,8 years,german17
883,"warsaw, poland",warsaw,polish,french russian,40,male,20,naturalistic,usa,6 years,polish12
884,"oak forest, illinois, usa",oak forest,english,spanish,21,male,0,naturalistic,usa,21 years,english263
885,"hong kong, china",hong kong,cantonese,mandarin japanese,19,male,3,academic,,0 years,cantonese18
886,"montevideo, uruguay",montevideo,spanish,italian,33,male,11,academic,"ireland, usa",6 years,spanish57
887,"dar-es-salaam, tanzania",dar-es-salaam,kiswahili,none,32,female,8,academic,usa,9 years,kiswahili6
888,"stip, macedonia",stip,macedonian,bulgarian,24,male,15,academic,usa,2 years,macedonian2
889,"freemont, california, usa",freemont,english,french german,21,male,0,naturalistic,usa,21 years,english264
890,"vancouver wa, washington, usa",vancouver wa,english,korean german,31,male,0,naturalistic,usa,27 years,english265
891,"sao paulo, brazil",sao paulo,portuguese,german hungarian,23,male,17,academic,,0 years,portuguese21
892,"kota kinabalu, malaysia",kota kinabalu,korean,german,22,female,8,academic,usa,4 years,korean14
893,"bad aussee, austria",bad aussee,german,spanish russian,29,male,6,academic,australia,7 years,german18
894,"vranje, serbia",vranje,serbian,none,25,female,11,academic,usa,2 years,serbian12
895,"amsterdam, netherlands",amsterdam,dutch,german french,68,male,10,academic,usa,4 years,dutch7
896,"alphen aan de ryn, netherlands",alphen aan de ryn,dutch,spanish german french,35,female,12,academic,usa,0.1 years,dutch8
897,"almelo, netherlands",almelo,dutch,german french,68,female,12,academic,usa,3 years,dutch9
898,"phrae, thailand",phrae,thai,french,26,female,10,academic,usa,2.8 years,thai7
899,"san diego, california, usa",san diego,english,french spanish,18,male,0,,usa,18 years,english266
900,"leeds, uk",leeds,english,french,66,male,0,naturalistic,uk,66 years,english267
901,"leeds, uk",leeds,english,french german,67,female,0,naturalistic,uk,67 years,english268
902,"adelaide, australia",adelaide,english,french,22,female,0,naturalistic,"australia, uk, usa",22 years,english269
903,"cape town, south africa",cape town,english,afrikaans french,29,male,0,naturalistic,south africa,29 years,english270
904,"cape town, south africa",cape town,english,afrikaans french,32,female,0,naturalistic,south africa,32 years,english271
905,"dallas, texas, usa",dallas,english,spanish,20,male,0,naturalistic,usa,20 years,english272
906,"bogota, colombia",bogota,spanish,none,31,male,18,academic,usa,2 years,spanish58
907,"blue bell, pennsylvania, usa",blue bell,english,german,46,male,0,naturalistic,usa,46 years,english273
908,"mayaguez, puerto rico",mayaguez,spanish,none,31,female,5,naturalistic,usa,26 years,spanish59
909,"sydney, australia",sydney,english,hokkien mandarin,25,female,0,naturalistic,australia,25 years,english274
910,"imphal, india",imphal,hindi,punjabi,19,male,8,academic,usa,0.75 years,hindi8
911,"kostanai, kazakhstan",kostanai,russian,none,28,female,17,academic,,0 years,russian20
912,"clifton, new jersey, usa",clifton,english,none,20,female,0,naturalistic,usa,20 years,english275
913,"essen, belgium",essen,dutch,french german,39,male,12,naturalistic,,0 years,dutch10
914,"singapore, singapore",singapore,hainanese,mandarin,45,male,7,academic,australia,1 years,hainanese1
915,"santiago-dr, dominican republic",santiago-dr,spanish,french,18,female,9,naturalistic,usa,10 years,spanish60
916,"qinzhou, guangxi, china",qinzhou,mandarin,none,27,male,13,academic,australia,0.33 years,mandarin19
917,"montreal, quebec, canada",montreal,french,spanish,27,female,11,naturalistic,"usa, canada",4 years,french26
918,"chattanooga, tennessee, usa",chattanooga,english,none,50,female,0,naturalistic,usa,50 years,english276
